Agency ID;Name;Created date;Agents;Categories;Credit flag;VAT Number;Agency charge;Agency charge usage;Phone;Phone 2;Phone 3;Phone 4;Phone 5;Phone 6;Phone 7;Cell;Cell 2;Cell 3;Cell 4;Fax;Fax 2;Fax 3;Email;Email 2;Email 3;Email 4;Email 5;Email 6;Facebook;Facebook 2;Skype;Twitter;Website;Website 2;Website 3;Instagram;Instagram 2;Instagram 3;Address;City;State;Zip;Country;Access;Address 2;City 2;State 2;Zip 2;Country 2;Access 2;Address 3;City 3;State 3;Zip 3;Country 3;Access 3 
1433;AFP Agentur ;2015-09-10 00:00:00;Old;Werbeag.;;;;;0043- 732-7878330;;;;;;;;;;;;;;m.wagner@blue-velvet.com;;;;;;;;;;;;;;;;Industriezeile 56b/3;Linz;;A-4020;;;;;;;;;;;;;;
1434;MAB Fashion;2015-09-10 00:00:00;Old;Showroom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaiserswertherstr. 200;Düsseldorf;;40474;;;;;;;;;;;;;;
1435;PRIMERA AG;2015-09-10 00:00:00;Most Wanted Models@;Fashion;;;;;+49 251 7135-838;;;;;;;;;;;+49 251 7135-133;;;friederike.freese@apriori-fashion.com;;;;;;;;;;;;;;;;Harkortstraße 24;Münster;;48163;;;;;;;;;;;;;;
1439;KDC Design & Concept GmbH;2015-09-10 00:00:00;Old;Katalog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emscherstr.20;Gelsenkirchen;;45891;;;;;;;;;;;;;;
1440;Semperlei;2015-09-10 00:00:00;Paula Alonso;Katalog;;;;;0211-1718050;;;;;;;;;;;;;;peter.lohel@semperlei.de;sabine.lohel@semperlei.de;;;;;;;;;https://semperlei.com/impressum/;;;@semperlei;;;Oberkasseler Str. 71;Düsseldorf;;40545;;;;;;;;;;;;;;
1441;Konzakgiesemann kommunikationsdesign;2015-09-10 00:00:00;Old;;;;;;+43 6132 28199;;;;;;;;;;;;;;giesemann@giesemann.com;;;;;;;;;;;;;;;;Roith 13;Bad Ischl;;4820;;;;;;;;;;;;;;
1442;Van de Velde;2015-09-10 00:00:00;Old;Wäsche;;;;;021313690859;;;;;;;015116735946;;;;;;;;;;;;;;;;;;;;;;;Anton-Kuxstr. 2;Neuss;;41460;;;;;;;;;;;;;;
1443;at.net websolutions Mühlenbeck & Raphelt GbR;2015-09-10 00:00:00;Old;Computer;;;;;02151 - 3699732;;;;;;;0151 - 22657920;;;;02151 - 3699734;;;marcus.raphelt@atnet-websolutions.de;;;;;;;;;;http:www.atnet-websolutions.de;;;;;;Klever Str. 60;Krefeld;;47839;;;;;;;;;;;;;;
1445;Elena Miro ;2015-09-10 00:00:00;Old;Fashion;;;;;0211-4543363;;;;;;;;;;;;;;danielaadzmüller@miroglio.com;;;;;;;;;;;;;;;;Danzigerstr.111;Düsseldorf;;40468;;;;;;;;;;;;;;
1446;York Hovest Photography;2015-09-10 00:00:00;Caroline Reischenbeck;Fotograf;;;;;;;;;;;;0049 0 163 3407799;;;;;;;info@yorkhovest.com;;;;;;;;;;;;;;;;Knollerstraße 4;München;;80802;;;;;;;;;;;;;;
1447;Walter Moser GmbH&CoKg Design Factory;2017-03-10 11:12:32;Paula Alonso;;;;;;0043 76623175-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Industriegebiet 2;Seewalchen;;4863;;;;;;;;;;;;;;
1448;Leni´s Model Management;2015-09-09 00:00:00;;Modelagentur;;;;;+44(0)2070 42 0420;;;;;;;+44 (0)7545 610 892 (Sarah Holland);;;;+44(0)20 7042 0429;info@lenismodels.com;;leni@lenismodels.com;;;;;;;;;;https://www.lenisagency.com;;;;;;10 Laystall street  Clerkenwell;London;;EC1R 4PA;;;;;;;;;;;;;;
1449;Organisationswunder;2015-09-09 00:00:00;Caroline Reischenbeck;AD;;;20;20;;;;;;;;+49 179 79 71 674;;;;;;;post@organisationswunder.de;;;;;;;;;;;;;;;;Wolfsgangstr. 80;Frankfurt;;60322;;;;;;;;;;;;;;
1450;Laura Palm Photography;2015-09-09 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;;;;;;;;0173-5317120;;;;;;;mail@laurapalm.com;;;;;;;;;;;;;;;;Uhlandstr. 56;Berlin;;10719;;;;;;;;;;;;;;
1451;Blum Feiner Damen- und Herrenausstatter;2015-09-09 00:00:00;Caroline Reischenbeck;Fashion, Mode;;;0;0;02602 947544-0;;;;;;;;;;; 02602 947544-1;;;info@blum-mode.de;;;;;;;;;;http://www.blum-mode.de;;;;;;In der Kesselwiese 4;Montabaur;;56410;Germany;;;;;;;;;;;;;
1452;Pure Idea;2017-03-10 11:12:32;Caroline Reischenbeck;Kosmetik;;;;;089-43766984;;;;;;;;;;;089-85663379;;;info@pure-idea.de;;;;;;;;;;;;;;;;Lothstr. 4;München;;80335;;;;;;;;;;;;;;
1453;Sport-Müller GmbH;2015-09-08 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;07720 / 85 55 - 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Uhlandstraße 3;VS-Schwenningen;;78054;;;;;;;;;;;;;;
1454;Just 4 Men Magazin;2015-09-08 00:00:00;Caroline Reischenbeck;;;;0;0;089 / 9250 - 1346;;;;;;;0174 / 312 0441;;;;;;;s.siegel@playboy.de;;;;;;;;;;;;;;;;"c/o Playboy Deutschland Publishing GmbH
Arabellastr. 23";München;;81925;;;;;;;;;;;;;;
1455;Oliver Rudolph Photography;2015-09-08 00:00:00;Paula Alonso;Fotograf;;;0;0;;;;;;;;01578 1927057;;;;;;;booking@oliverrudolph.com;;;;;;;;;;https://oliverrudolph.com/fotograf/contact/;;;;;;Im Mediapark 5 / 4.OG;Köln / Mediapark;;;;;;;;;;;;;;;;
1456;Ateliers XPO Michael Aust GmbH;2017-03-10 11:12:32;Caroline Reischenbeck;Fotostudio;;;;;0951- 31993;;;;;;;0171 - 620 7281;;;;;;;;;;;;;;;;;;;;;;;BRENNERSTR. 19;BAMBERG;;96052;;;;;;;;;;;;;;
1457;Studio Maass Photography;2017-03-10 11:12:32;Caroline Reischenbeck;Fotograf;;;;;089 - 52 30 27 - 77;;;;;;;0172 - 97 585 00;;;;089 - 52 30 27 - 78;;;info@studio-maass.de;;;;;;;;;;;;;;;;Tulbeckstr. 10;MÜNCHEN;;80339;;;;;;;;;;;;;;
1459;Michael Leis;2017-03-10 11:12:32;Caroline Reischenbeck;Fotograf;;;;;089 - 361 12 58 / 54;;;;;;;0170 / 211 6336;;;;089 - 361 71 44;;;mail@mleis.com;;;;;;;;;;;;;;;;Mainzer Straße 20 / Rgb.;München;;80804;;;;;;;;;;;;;;
1460;Marc Collins Photography;2015-09-07 00:00:00;Old;Fotograf;;;;;;;;;;;;0176 / 66 88 71 54;;;;;;;info@marccollins.com;;;;;;;;;;;;;;;;Hohenzollerndamm 53;Berlin;;14199;;;;;;;;;;;;;;
1461;Jenn Werner Photography;2015-09-07 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;;;;;;;;;;;;;;;info@jennwerner.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1462;LEVI STRAUSS GERMANY GMBH;2015-09-07 00:00:00;Old;Fashion;;;0;0;(06104) 601-0;;;;;;;0151 / 171 24 158;;;;(06104)601-350;;;vgraef@levi.com;;;;;;;;;;;;;;;;Niddastraße 56;Frankfurt am Main;;60329;;;;;;;;;;;;;;
1463;SHOWDESIGN ADELINDE KNORR;2017-03-10 11:12:32;Caroline Reischenbeck;Shows;;;;;089 - 294679;;;;;;;0179 - 5142393;;;;089 - 21869020;;;info@adelinde-knorr.de;;;;;;;;;;;;;;;;WIDENMEYERSTR.45;MÜNCHEN;;80538;;;;;;;;;;;;;;
1466;Sport Schuster;2017-03-10 11:12:32;Caroline Reischenbeck;Katalog;;;;;089-23707-0 DW 160;;;;;;;;;;;;;;j.keppler@sport-schuster.de;;;;;;;;;;;;;;;;Rosenstr. 1-5;München;;80331;;;;;;;;;;;;;;
1467;Yago Lila / Susanne Wiebe Kunst und Modevertriebs GmbH;2017-03-10 11:12:32;Paula Alonso;Fashion;;;;;089-3839820;;;;;;;;;;;089-38398222;;;"Sehr geehrte Damen und Herren,

anbei ein Zahlungserinnerung betreffend der Rechnung vom 10.11.2014.

Mit freundlichen Grüßen";;;;;;;;;;;;;;;;Martiusstr. 5;München;;80802;;;;;;;;;;;;;;
1468;Aigner-Kuhn-Casting;2017-03-10 11:12:32;Paula Alonso;TV-Comp.;;;;;089-9829965;;;;;;;;;;;089-9829984;;;aigner-kuhn@t-online.de;mail@franziska-Aigner-casting.de;;;;;;;;;;;;;;;Herzogstr. 62;München;;80803;;;;;;;;;;;;;;
1470;Michael Donath;2015-09-04 00:00:00;;;;;;;+49 89 16 76 79;Studio;;;;;;0173 - 92 08 351;;;;;;;dp@michaeldonath.de;;;;;;;;;;;;;;;;;Berlin;;;Germany;;;;;;;;;;;;;
1471;Buy VIP / Amazon;2015-09-04 00:00:00;;;;;0;0;+49 89 358 03 5233  ist aber Durchwahl von Sophia Esswein;;;;;;;;;;;;;;imuller@amazon.com;;;;;;;;;;;;;;;;Marcel Breuer Str. 10;München;;80807;;;;;;;;;;;;;;
1472;BuyVIP GmbH an Amazon company;2015-09-04 00:00:00;;Fashion;;;0;0;;;;;;;;0151 / 582 582 16;;;;089 / 358 03 4443;;;imuller@amazon.com;;;;;;;;;;;;;;;;Marcel-Breuer-Str. 10;München;;80807;;;;;;;;;;;;;;
1473;AMAZON EU SARL, NIEDERLASSUNG DEUTSCHLAND;2015-09-04 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;0151 / 240 589 43;;;;;;;;;;;;;;biber@amazon.com;;;;;;;;;;;;;;;;Marcel-Breuer-Str. 10;München;;80807;;;;;;;;;;;;;;
1474;Steffen Heinicke Photography;2015-09-04 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;0179 / 906 27 63;;;;;;;;;;;;;;contact@steffenheinicke.com;;;;;;;;;;;;;;;;Prinzregentenstraße 72;München;;81675;;;;;;;;;;;;;;
1475;Müller Production;2015-09-04 00:00:00;Caroline Reischenbeck;;;;0;0;;;;;;;;+49(0)176 304 649 22;;;;;;;info@mueller-production.de;hallo@muellerproduction.de;;;;;;;;;;;;;;;Wörthstrasse 17;München;;81667;;;Auenstrasse 2a;Munich;;80469;Germany;;;;;;;
1476;Im Studio Arizona;2015-09-03 00:00:00;Old;Studio;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schulweg 26, Hinterhof;Hamburg;;;;;;;;;;;;;;;;
1477;Arena Deutschland GmbH1;2015-09-02 00:00:00;Paula Alonso;Fashion;;;0;0;089 8007000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rosenheimerstr. 145c;München;;81671;;;;;;;;;;;;;;
1478;CLASSICO Textilhandels GmbH;2015-09-02 00:00:00;Paula Alonso;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christoph-Probst-Weg 2;Hamburg;;20251;;;;;;;;;;;;;;
1479;Scout Models Brazil;2015-09-02 00:00:00;Old;Scout;;;0;0;+55 37 99682914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1480;Novum Sports;2015-08-28 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bichlmannstr. 16;Eching-Haselfurt;;84174;;;;;;;;;;;;;;
1481;Mark Seelen;2015-08-27 00:00:00;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mozartstraße 10B;Hamburg;;22083;;;;;;;;;;;;;;
1482;Deutsche Familienversicherung;2015-08-25 00:00:00;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Herinrich Hertz Str 3 c;Kleinmachnow;;14532;;;;;;;;;;;;;;
1483;model business travel GmbH;2015-08-24 00:00:00;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rathausallee 70;Norderstedt;;22846;;;;;;;;;;;;;;
1484;Dieter Fieres Photography;2015-08-21 00:00:00;Doreen Leifheit;Fotograf;;;;;;;;;;;;0171 350 70 98;;;;;;;info@fieres.com;;;;;;;;;;http:www.fieres.com;;;;;;Schneckenhofstrasse 10;Frankfurt;;60596;;;;;;;;;;;;;;
1485;Angermaier Trachten und Ledermoden;2015-08-21 00:00:00;Doreen Leifheit;;;;0;0;089 / 50 16 77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Landsberger Str. 101-103;München;;80339;;;;;;;;;;;;;;
1486;Andreas Krebs GmbH & Co.KG;2015-08-21 00:00:00;Caroline Reischenbeck;;;;0;0;+49 (89)  140 10 500;;;;;;;01782186980;;;;;;;;;;;;;;;;;;;;;;;Wichertstr. 18;München;;80993;;;;;;;;;;;;;;
1487;Salon Pauli;2015-08-21 00:00:00;Caroline Reischenbeck;;;;0;0;089 - 99 01 60 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Brienner Str. 11;München;;80333;;;;;;;;;;;;;;
1488;Uhlalá Beachwear UG;2015-08-21 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;+49 152 36240446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Würmtalstr. 27;München;;81375;;;;;;;;;;;;;;
1489;Jarfood GmbH;2015-08-21 00:00:00;Paula Alonso;;;;0;0;+49 (0)89 139 882 36;;;;;;;+49 (0)170 30 82 82 3;;;;;;;;;;;;;;;;;;;;;;;Flößergasse 6a;München;;81369;;;;;;;;;;;;;;
1490;Atomic Austria GmbH;2015-08-20 00:00:00;Caroline Reischenbeck;;;;0;0;+43 6452 3900 609;;;;;;;+43 664 813 09 86;;;;;;;;;;;;;;;;;;;;;;;Atomic Straße 1;Altenmarkt ;;5541;Austria;;;;;;;;;;;;;
1491;Raumkontakt Werbeagentur;2015-08-20 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Alter Schlachthof 21;Karlsruhe;;76131;;;;;;;;;;;;;;
1492;One For GmbH;2017-03-10 11:12:32;Caroline Reischenbeck;Fotostudio;;;;; +49 231 9020-6020;;;;;;;;;;;+49 231 9020-856020;;;;;;;;;;;;;;;;;;;Rheinlanddamm 207-209;Dortmund;;44137;;;;;;;;;;;;;;
1493;www.julientavelcreative.com;2015-08-19 00:00:00;Paula Alonso;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;München;München;;;;;;;;;;;;;;;;
1495;Zum Goldenen Hirschen GmbH & Co KG;2015-08-17 00:00:00;Old;Werbeag.;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;An der Alster 85;Hamburg;;20099;;;;;;;;;;;;;;
1496;Gellner ;2015-08-14 00:00:00;Select Accounting;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Uhlandstraße 15;;;;;;;;;;;;;;;;;
1497;Max Mara Shop München;2015-08-13 00:00:00;Paula Alonso;;;;0;0;089 / 242 43 766;;;;;;;;;;;;;;fuchs.m@mmfgshops.com;;;;;;;;;;;;;;;;Theatinerstrasse 11;München;;80333;;;;;;;;;;;;;;
1498;GRAUWILD Werbeagentur;2015-08-13 00:00:00;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gartenweg 6;Eggenfelden;;84307;;;;;;;;;;;;;;
1499;ENA Trachten;2015-08-11 00:00:00;;;;;0;0;;;;;;;;;;;;;;;verena@ena-fashion.com;;;;;;;;;;https://www.trachten.de/ena-trachten;;;;;;Turkenstr. 52;München;;80799;;;;;;;;;;;;;;
1501;Annette Heron;2015-08-10 00:00:00;Caroline Reischenbeck;;;;0;0;;;;;;;;+49 (0)175 59 91 013;;;;;;;annette.heron@gdgb.de;;;;;;;;;;;;;;;;Forststr. 175;Stuttgart;;70193;;;;;;;;;;;;;;
1503;Thomas Ternes Fotografie;2015-08-07 00:00:00;Paula Alonso;Fotograf;;;0;0;017621113634;;;;;;;;;;;;;;thomas@tompigs.com;studio@thomasternes.com;tt@thomasternes.com;;;;;;;;https://www.thomasternes.com/;;;;;;Marchlewski Str111;Berlin;;10243;;;;;;;;;;;;;;
1504;Moon Models;2015-08-07 00:00:00;;Modelagentur;;;0;0;+371 28800099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;Eisend  Photography;2017-03-10 11:12:32;Old;Fotograf;;;;;089 - 311 65 39;;;;;;;0172 - 840 83 15;;;;089 - 316 53 07;;;Stefan@eisend.com;;;;;;;;;;;;;;;;Brucknerstr. 19;München;;81677;;;;;;;;;;;;;;
1506;Essentiel Antwerp;2015-08-03 00:00:00;Paula Alonso;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arenbergstraat 21 -;Belgium;;;;;;;;;;;;;;;;
1507;Uber A/S;2015-07-30 00:00:00;Old;;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kransen 1 D;Oslo;;1166;;;;;;;;;;;;;;
1508;Kay Scheyerle Management;2015-07-24 00:00:00;Old;;;;0;0;;;;;;;;+49 (0) 151 25 35 36 86;;;;;;;;;;;;;;;;;;;;;;;Am Reuteweg 3/2;Isny im Allgäu;;88316;;;;;;;;;;;;;;
1509;Valencia Kommunikations AG;2017-03-10 11:12:32;Old;Werbeag.;;;;;+41 61 205 20 00;;;;;;;;;;;+41 61 205 20 10;;;info@valencia.ag;;;;;;;;;;;;;;;;Steinentorstrasse 19;Basel;;CH-4010;;;;;;;;;;;;;;
1510;Shirin Hamo Photography;2015-07-23 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;;;;;;;;0176-84434151;;;;;;;shirinhamo@gmx.de;;;;;;;;;;http://www.shirinhamo.com/;;;;;;;;;;;;;;;;;;;;;;;
1511;Ring Studios;2015-07-22 00:00:00;Caroline Reischenbeck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frankfurter Ring 247;München;;80807;;;;;;;;;;;;;;
1512;NEVEREST GmbH & Co. KG;2015-07-22 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Brienner Straße 43;München;;80333;;;;;;;;;;;;;;
1513;Lebek International Fashion GmbH&Co.KG;2017-03-10 11:12:33;Paula Alonso;Kosmetik;;;;;02661-919-0 DW-233;;;;;;;;;;;02661-939436;;;Nadine.rochholl@lebek.de;info@lebek.de;;;;;;;;;https://lebek.de/impressum;;;;;;Kirburger Str. 1;Bad Marienberg;;56470;;;;;;;;;;;;;;
1514;VSCT- Jeans2befree Altario Jeans GmbH;2017-03-10 11:12:33;Old;Fashion;;;;;0211 650 48 505;;;;;;;;;;;0211 650 48 509;;;info@vsct.net;a.mury@vsct.net;;;;;;;;;;;;;;;Oberhauser Straße 6;Düsseldorf;;40472;;;;;;;;;;;;;;
1515;advertising squad: Gesellschaft für Kommunikation mbH,;2017-03-10 11:12:33;Old;;;;;;+49-231-9020-6020;;;;;;;;;;;+49-231-21802-20;;;janusch@adsquad.com;;;;;;;;;;;;;;;;Hansastrasse 72;Dortmund;;44137;;;;;;;;;;;;;;
1516;Reka Photography;2017-03-10 11:12:33;Most Wanted Models@;;;;;;+49-2131-368200;;;;;;;+49-173-5437655;;;;+49-2131-368200;;;Reka@ish.de;;;;;;;;;;;;;;;;Am Hasenberg 43;Neuss;;41462;;;;;;;;;;;;;;
1518;Ande Photography;2017-03-10 11:12:33;Doreen Leifheit;Fotograf;;;;;;;;;;;;+49 (0) 170 55 25 874;;;;;;;info@ap-photography.net;;;;;;;;;;http://www.ap-photography.net;;;;;;Herderstr.48;Düsseldorf;;40237;;;;;;;;;;;;;;
1519;Studio Peter Schaffrath;2017-03-10 11:12:33;Most Wanted Models@;;;;;;02118693693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ahnfeldstr. 45;Düsseldorf;;40239;;;;;;;;;;;;;;
1520;Cavita Fashion GmbH;2017-03-10 11:12:33;;Fashion;;;;;+49 (0)251 7135-0 DW 301;;;;;;;;;;;;;;maren.arndt@primera-ag.de;;;;;;;;;;;;;;;;Harkortstr. 24;Münster;;48163;;;;;;;;;;;;;;
1521;Freitag;2017-03-10 11:12:33;;Werbeag.;;;;;+49 (0)2058-897575;;;;;;;+49 (0)2058-897554;;;;+49 (0)2058-897576;;;go@freitag-werbung.de;;;;;;;;;;http:www.freitag-werbung.de;;;;;;Dornaper Straße 18;Wuppertal;;42327;;;;;;;;;;;;;;
1522;Contra Service;2017-03-10 11:12:33;;Werbeag.;;;;;+49 - (0)2192 - 93 10 60;;;;;;;;;;;+49 - (0)2192 - 93 10 61;;;info@contra.com;;;;;;;;;;http://www.contra.com;;;;;;Marktberg 1;Hückeswagen;;42499;;;;;;;;;;;;;;
1523;defrance;2017-03-10 11:12:33;;Repräsentant;;;;;+49 - 211 - 87 67 89 0;;;;;;;;;;;+49 - 211 - 87 67 89 20;;;defrance@defrance.de;;;;;;;;;;http://www.defrance.de;;;;;;Venloher Str. 4;Düsseldorf;;40477;;;;;;;;;;;;;;
1524;Druyen und Partner Gbr;2017-03-10 11:12:33;;;;;;;49 (0) 21 51 654 654 3;;;;;;;;;;;;;;gmdruyen@d-partner.de;;;;;;;;;;;;;;;;Kleverstr. 8;Krefeld;;47839;;;;;;;;;;;;;;
1526;Lanserhof GmbH;2015-07-21 00:00:00;Old;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kocholzweg 153;Lans;;6072;;;;;;;;;;;;;;
1527;Photography;2015-07-20 00:00:00;Paula Alonso;Fotograf;;;0;0;030-28044851;;;;;;;0151-5294671;;;;;;;info@alexandrakingafekete.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1528;DORINA ;2017-03-10 11:12:33;Doreen Leifheit;Wäsche;;;;;089-552247-0;;;;;;;;;;;089 552247- 99;;;info@dorina.com;;;;;;;;;;;;;;;;Werinherstr. 45  C;München;;80336;;;;;;;;;;;;;;
1529;Stefan Schütz;2017-03-10 11:12:33;Caroline Reischenbeck;Fotograf;;;;;08847-6958877;;;;;;;0171-2831475;;;;;;;MAIL@STEFANSCHUETZ.COM;;;;;;;;;;;;;;;;Hauptstraße 8a;Eglfing;;82436;;;;;;;;;;;;;;
1530;Schöffel Sportbekleidung GmbH;2017-03-10 11:12:33;Caroline Reischenbeck;Fashion;;;;;08232 - 5006-0 / 27;;;;;;;;;;;08232- 72787;;;s.ritschel@schoeffel.de;;;;;;;;;;;;;;;;Ludwig-Schöffel-Strasse 15;Schwabmünchen;;86830;;;;;;;;;;;;;;
1531;Pietrassdesign;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;+49 201 7203150;;;;;;;49 201 8775224;;;;+49 201 7203190;;;tk@pietrassdesign.de;;;;;;;;;;http://www.pietrassdesign.de;;;;;;"Girardestr. 2-38
Eingang 4. Ebene 2";Essen;;45131;;;;;;;;;;;;;;
1532;SWING Modelle Bekleidungs GmbH;2017-03-10 11:12:33;Caroline Reischenbeck;Fashion;;;;;02853 86 160;;;;;;;;;;;02853 86 16 20;;;info@swing-modelle.de;;;;;;;;;;http://www.swing-modelle.de;;;;;;Maassenstr. 77;Schermbeck;;46514;;;Maassenstraße 77;Schermbeck;;46514 ;Germany;;;;;;;
1533;JULIAN NIZNIK;2015-07-17 00:00:00;Old;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MITTELWEG 24A;HAMBURG;;20148;;;;;;;;;;;;;;
1534;Klaus  Dilkrath Textilvertrieb;2017-03-10 11:12:33;Old;Fashion;;;;;0211-5581239;;;;;;;;;;;;;;info@klausdilkrath.com;;;;;;;;;;www.klausdilkrath.com;;;;;;Greifweg 48;Düsseldorf;;40549;;;;;;;;;;;;;;
1535;Je Suis Textilvertriebs GmbH;2017-03-10 11:12:33;Old;Fashion;;;;;0203-331057;;;;;;;;;;;0203-333643;;;info@jesuis.de;;;;;;;;;;www.jesuis.de;;;;;;Dörnerhofstr. 19;Duisburg;;47058;;;;;;;;;;;;;;
1536;Daniel Roche Fotoddesign;2017-03-10 11:12:33;Old;Fotograf;;;;;WWW-Site;;;;;;;0177-7887237;;;;;;;info@danielroche.de;;;;;;;;;;www.danielroche.de;;;;;;Schwelmstr. 19;Düsseldorf;;40235;;;;;;;;;;;;;;
1537;ungershooting;2017-03-10 11:12:33;Old;Fotograf;;;;;+49(0)2065.900352;;;;;;;+49(0)172.9734978;;;;+49(0)2065.900353;;;richard@unger-shooting.com;;;;;;;;;;;;;;;;Paschacker 74;duisburg;;47228;;;;;;;;;;;;;;
1538;PR Büro NRW;2017-03-10 11:12:33;Most Wanted Models@;Fotograf;;;;;02103-908070;;;;;;;0171-7754322;;;;;;;hajo.miodek@t-online.de;;;;;;;;;;;;;;;;Postfach 100 111;Hilden;;40701;;;;;;;;;;;;;;
1539;Apparel Partners International GmbH;2017-03-10 11:12:33;Old;;;;;;0215967690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Inssterburger str. 20;Meerbusch;;40670;;;;;;;;;;;;;;
1540;CORBIS;2017-03-10 11:12:33;;Repräsentant;;;;;0211-912 82783;;;;;;;;;;;;;;christopher.simon@corbis.com;;;;;;;;;;;;;;;;Kaistr. 2;Düsseldorf;;40221;;;;;;;;;;;;;;
1541;Lancôme Paris;2017-03-10 11:12:33;Old;Kosmetik;;;;;0211-4378-814;;;;;;;0178/7901737;;;;0211-4378-674;;;AKREUELS@de.loreal.com;fkindermann@de.loreal.com;;;;;;;;;;;;;;;Georg-Glock-Str. 18;Düsseldorf;;40474;;;;;;;;;;;;;;
1542;Louis Vuitton ;2017-03-10 11:12:33;Old;Fotograf;;;;;089-599 889-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Königsallee  62;Düsseldorf;;40212;;;;;;;;;;;;;;
1543;Anson's Herrenhaus KG;2017-03-10 11:12:33;Most Wanted Models@;Fashion;;;;;0211-36620;;;;;;;;;;;0201-2013-250;;;kontakt@ansons.de;;;;;;;;;;;;;;;;Kettwigerstr. 1;Essen;;45127;;;;;;;;;;;;;;
1544;The Body Shop Germany GmbH;2017-03-10 11:12:33;Most Wanted Models@;Kosmetik;;;;;02131-954752;;;;;;;0178-6367040;;;;02131-954701;;;awinkler@the-body-shop.de;;;;;;;;;;;;;;;;Graf-Landsbergstr. 1C;Neuss;;41460;;;;;;;;;;;;;;
1545;Studio Peter Frank;2017-03-10 11:12:33;Most Wanted Models@;Fotograf;;;;;0211-7332121;;;;;;;0172-2121733;;;;0211-7338585;;;peter@studio-frank.de;;;;;;;;;;http://www.studio-frank.de;;;;;;Ronsdorferstr. 77a;Düsseldorf;;40233;;;;;;;;;;;;;;
1546;W.Zerres GmbH & Co;2017-03-10 11:12:33;Old;Werbeag.;;;;;02166-919300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mülgaustr. 322-326;Mönchengladbach;;41238;;;;;;;;;;;;;;
1547;Doggy Style  Conceptpoint GmbH;2017-03-10 11:12:33;Old;Fashion;;;;;0202-3176777;;;;;;;;;;;;;;judith.odendahl@doggy-style.de;;;;;;;;;;;;;;;;Friedrich Engels Allee 273a;Wuppertal;;42285;;;;;;;;;;;;;;
1548;Department Fashion;2017-03-10 11:12:33;Old;Fashion;;;;;0211-9843368;;;;;;;;;;;0211-9843389;;;;;;;;;;;;;;;;;;;Kaiserswertherstr. 207;Düsseldorf;;40474;;;;;;;;;;;;;;
